url,title,provider,year,copyrights,country,description,language,creation_date,europeana_url
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/d680c818-92d3-11e2-ba50-3e9e657c5b7c/media/f5fd83eb-bdaf-41a8-844c-982f226c71b7/content""","""Krippe, Crib""",Kulturpool,2009,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: heimatlich, Figuren aus Italien, beweglich! 2 Handwerker, 2 Ese, 1 Rind, 6 Hennen, 2 Gänse, 7 Hennen, 1 Katze""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/d680c818-92d3-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/507ebb76-92d3-11e2-ba50-3e9e657c5b7c/media/ce8c2d72-1510-4766-abac-e82f45769173/content""","""Krippe, Crib""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: orientalisch, 3 Hirten, 3 Könige, 6 Schafe""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/507ebb76-92d3-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/58449bd8-92d2-11e2-ba50-3e9e657c5b7c/media/f8c50875-fc76-42ce-9b54-ddd81eee7167/content""","""Krippe, Crib""",Kulturpool,1990,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: heimatlich, Figuren aus Plastilin, 3 Personen, 2 Hunde, 1 Esel, 1 Rind, 21 Schafe""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/58449bd8-92d2-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/2440ee5e-92d2-11e2-ba50-3e9e657c5b7c/media/9388de6e-1418-4827-97ce-14b8b31fbddf/content""","""Crib, Krippe""",Kulturpool,1991,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Type: Rome district, figures from terracotta, Spain, 6 people, Typ: Stadtteil in Rom, Figuren aus Terrakotta, Spanien, 6 Personen""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/2440ee5e-92d2-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/d6605e9a-92d1-11e2-ba50-3e9e657c5b7c/media/0c081f80-767b-49e3-a461-253ea4c33974/content""","""Krippe, Crib""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: heimatlich, Figuren von Alberto Finizio, 7 Personen, 2 Hennen, 1 Ziege, 1 Esel, 1 Rind, 1 Pferd, 16 Schafe, Type: native, figures of Alberto Finizio, 7 persons, 2 hens, 1 goat, 1 donkey, 1 cattle, 1 horse, 16 sheep""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/d6605e9a-92d1-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/a2fed109-92d1-11e2-ba50-3e9e657c5b7c/media/0005afa0-d7c8-4882-bfc3-abf25fffa401/content""","""Kastenkrippe""",Kulturpool,1993,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Figuren aus Plastilin , 5 Hirten, 3 Könige, 5 Schafe, 1 Rind, 1 Esel, 1 Ziege, stammt aus Italien""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/a2fed109-92d1-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/6dd37ff6-92d1-11e2-ba50-3e9e657c5b7c/media/9cd42d3f-a2fc-4bf0-aa35-2cbc2f049e40/content""","""Krippe, Crib""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: heimatlich, Figuren geschnitzt, vermutlich von Probst ; 20 Personen, 41 Schafe, Type: native, carved human figures, presumably probst; 20 persons, 41 sheep""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/6dd37ff6-92d1-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/23bac342-9084-11e2-ba50-3e9e657c5b7c/media/557e27f8-3517-4ba4-a942-a242a4511f1c/content""","""Kleinkrippe, Small crib""",Kulturpool,1990,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Kleinkrippe aus Holz und Plastik, Tannenbäume und Schnee, Weihnachtsstern, Small crib of wood and plastic, fir trees and snow, Christmas star""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/23bac342-9084-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/2ba8a930-92d1-11e2-ba50-3e9e657c5b7c/media/f535d6af-1518-401c-bb9e-bb3475a6e508/content""","""Krippe, Crib""",Kulturpool,1990,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: orientalisch, Figuren aus ""Heide"" in Italien, 3 Personen, 4 Schafe, 1 Esel, 1 Rind""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/2ba8a930-92d1-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/01463b3a-92d1-11e2-ba50-3e9e657c5b7c/media/33f059fc-dcb7-4fa1-9e8f-7344da1add32/content""","""Kastenkrippe""",Kulturpool,1997,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Figuren aus Terrakotta, Spanien; 5 Personen, 3 Hennen, Figures from terracotta, Spain; 5 persons, 3 hens""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/01463b3a-92d1-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/98fc1e6e-92d0-11e2-ba50-3e9e657c5b7c/media/f45c9df2-82f5-4534-a20c-24fab9dc216b/content""","""Krippe, Crib""",Kulturpool,1983,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Krippe aus Tansania, Stamm der Akonde, Crib from Tanzania, Akonde tribe""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/98fc1e6e-92d0-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/44d9626a-92d0-11e2-ba50-3e9e657c5b7c/media/c5fc0e09-cac5-4202-8457-893995db6fb8/content""","""Scissor cut, Scherenschnitt""",Kulturpool,1992,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/44d9626a-92d0-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/b871b944-92cf-11e2-ba50-3e9e657c5b7c/media/3efcc668-bbfd-4166-84dc-195afec397f8/content""","""Glasbild mit Krippenthema, Glass painting with crib theme""",Kulturpool,1991,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Bild aus bemaltem Glas, Picture made of painted glass""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/b871b944-92cf-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/629d1144-92cf-11e2-ba50-3e9e657c5b7c/media/fa79bd99-5f4d-4e9d-a814-c7bc81e202b7/content""","""Papierkrippe, Paper crib""",Kulturpool,1989,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Papierkrippe aus Polen, Geburtsgruppe dreht sich: Belegte in Krakau den zweiten Platz am 8.Dezember bei einer Ausstellung""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/629d1144-92cf-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/077e3194-92cf-11e2-ba50-3e9e657c5b7c/media/09c43d5d-8eb3-4121-b9a3-9aa91731471f/content""","""Krippe, Crib""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Figuren aus durchsichtigem Kunststoff, von Tondach überdacht; stammt aus Japan, Figures made of transparent plastic, covered by Tondach; originated in Japan""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/077e3194-92cf-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/7cebe4ae-92ce-11e2-ba50-3e9e657c5b7c/media/43911a20-1986-4292-b379-d8e2934bc2c5/content""","""Miners' crib, Bergmannkrippe""",Kulturpool,1993,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""So genannte Bergmannkrippe, Darstellung eines Stolleneingangs; 6 Personen, 3 Ziegen, 1 Rind""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/7cebe4ae-92ce-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/40965cb2-95ff-11e2-ba50-3e9e657c5b7c/media/0365bc37-6c14-4858-ae74-ec828f3ea6a6/content""","""Verkündigung""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Figuren aus Terrakotta, Figures from terracotta""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/40965cb2-95ff-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/25fc82c0-92ce-11e2-ba50-3e9e657c5b7c/media/039c67e9-65f5-4ce4-a7f8-55f69b7367af/content""","""Crib, Krippe""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Wurzel (angeblich vom Vesuv ins Meer gespült, jedoch nicht überprüfbar), mit Ton bestückt""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/25fc82c0-92ce-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/5385e7bc-9083-11e2-ba50-3e9e657c5b7c/media/3d78c26b-2793-4dff-bd17-f2d30715886b/content""","""Kleinkrippe, Small crib""",Kulturpool,1992,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Kleinkrippe aus Porzellan, bemalten Figuren, stammt aus Italien""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/5385e7bc-9083-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/db6a55ca-92cd-11e2-ba50-3e9e657c5b7c/media/91a23868-4af6-4f06-ae2e-4565e21897a1/content""","""Basque rib, Baskenkrippe""",Kulturpool,1993,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Crib from the Basque Country: 5 persons, 4 sheep, Krippe aus dem Baskenland: 5 Personen, 4 Schafe""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/db6a55ca-92cd-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/8219fe4e-92cd-11e2-ba50-3e9e657c5b7c/media/b984a25f-d3da-4a40-a673-9aa6f62c77c2/content""","""Blockkrippe, Block crib""",Kulturpool,1991,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Afrikanische Holzkrippe aus einem Stück geschnitzt;, African wooden crib carved from a piece;""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/8219fe4e-92cd-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/256a938e-92cd-11e2-ba50-3e9e657c5b7c/media/8a08a556-cce0-4344-968b-f2e45ec89dde/content""","""Krippe, Crib""",Kulturpool,1991,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Krippe aus Frankreich: 2 Hirten, 5 Schafe, 1 Ziege, Hl.3 Könige, Crib from France: 2 shepherds, 5 sheep, 1 goat, St. 3 Kings""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/256a938e-92cd-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/e1cf3314-92cc-11e2-ba50-3e9e657c5b7c/media/0a4bbe97-9516-495d-a357-52a2fba88f52/content""","""Krippenfiguren, Nativity figures""",Kulturpool,1991,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Krippe aus Afrika, 2 Hirten, 3 Hl. Könige, Crib from Africa, 2 shepherds, 3 St. Kings""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/e1cf3314-92cc-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/8ae5fa4c-92cc-11e2-ba50-3e9e657c5b7c/media/42f0391e-32e1-4877-b3dc-4729912223c4/content""","""Crib, Krippe""",Kulturpool,2004,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Metallkrippe von Lehrlingen der Firma Blum gefertigt.""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/8ae5fa4c-92cc-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/4695f996-92cc-11e2-ba50-3e9e657c5b7c/media/36576629-b4bc-4c32-a9f2-ab7d8a2d4ea2/content""","""Kleinkrippe, Small crib""",Kulturpool,1994,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Tonkrippe aus Kolumbien: 2 Schafe, 1 Esel, 1 Rind, 3 Personen""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/4695f996-92cc-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/b0d44476-92cb-11e2-ba50-3e9e657c5b7c/media/6ae479d5-80af-4aea-968e-71a79f57ef93/content""","""Loammandlkrippe, Loammandlkrippe""",Kulturpool,1992,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Krippe, verglast in ca. 6 cm breitem Holzrahmen, stammt aus Österreich""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/b0d44476-92cb-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/102debbc-92cb-11e2-ba50-3e9e657c5b7c/media/a48e26c2-c139-4ccd-bdc9-4e0165ea71ba/content""","""Krippe, Crib""",Kulturpool,1972,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/102debbc-92cb-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/17089e54-9083-11e2-ba50-3e9e657c5b7c/media/186c6ab1-9831-4e39-9e27-4a3905bc1020/content""","""Small crib, Kleinkrippe""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Small crib of concrete, with painted human figures, Christmas star, from Austria, Kleinkrippe aus Beton, mit bemalten Figuren, Weihnachtsstern, aus Österreich""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/17089e54-9083-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/e20120b0-92ca-11e2-ba50-3e9e657c5b7c/media/7e3d884f-39c3-40bb-8fe5-223eed51aa32/content""","""Krippe, Crib""",Kulturpool,1995,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Krippe auf einem Holzgestell unter einer Glasglocke; stammt aus Portugal""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/e20120b0-92ca-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/d6b6e2c2-9161-11e2-ba50-3e9e657c5b7c/media/5f632291-8d9b-4291-ba0f-ac63f7e7d26d/content""","""Block crib, Blockkrippe""",Kulturpool,1994,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""was produced in 13-Linden/Tyrolean settlement in Brazil; type: block crib, wurde in 13-Linden/Tirolersiedlung Brasilien hergestellt; Typ: Blockkrippe""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/d6b6e2c2-9161-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/8247db7e-9161-11e2-ba50-3e9e657c5b7c/media/2fc59370-383b-458c-8c5b-b0eb16c8377f/content""","""Krippe, Crib""",Kulturpool,1990,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: Stilkrippe, Figuren aus Terracotta, Schafe: 5 , Personen: 6, 1 Engel, Type: Stilkrippe, figures from terracotta, sheep: 5, persons: 6, 1 angel""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/8247db7e-9161-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/328f3a1e-9161-11e2-ba50-3e9e657c5b7c/media/a5fe834f-f526-417f-a472-8ee50dff1061/content""","""Krippe, Crib""",Kulturpool,1996,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: Motiv aus China, Figuren von Huang An Nan/Tai Wan, Personen:6, 1 Esel, 1 Rind, 2 Schafe, Type: Motif from China, human figures of Huang An Nan/Tai Wan, persons: 6, 1 donkey, 1 cattle, 2 sheep""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/328f3a1e-9161-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/e90a76e2-9160-11e2-ba50-3e9e657c5b7c/media/3b88b61d-9906-42a1-9fc6-71d6aafbb293/content""","""Krippe ""Das Staunen der Hirten""""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: heimatlich, Figuren aus Terracotta, von Raffaele De Angelis, Personen:4, Gänse: 10, 1 Hund, 1 Katz, 1 Henne, 1 Hase, 2 Esel, Schafe: ca. 40, Type: native, figures of terracotta, of Raffaele De Angelis, persons: 4, geese: 10, 1 dog, 1 cat, 1 hen, 1 hare, 2 donkeys, sheep: about 40""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/e90a76e2-9160-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/a157702a-9160-11e2-ba50-3e9e657c5b7c/media/325d1047-a731-47cd-9773-fb093ba57fbb/content""","""Crib, Krippe""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Type: native, figures of terracotta, of Raffaele De Angelis; persons: 16, sheep: 40, 1 donkey, 1 cattle, hens: 8, Typ: heimatlich, Figuren aus Terracotta, von Raffaele De Angelis; Personen: 16, Schafe: 40, 1 Esel, 1 Rind, Hennen: 8""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/a157702a-9160-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/31501138-9160-11e2-ba50-3e9e657c5b7c/media/4d15a280-1fa1-4f2b-8feb-af12256a1eef/content""","""Krippe, Crib""",Kulturpool,1910,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: orientalisch, Figuren aus Terracotta und aus Spanien; Schafe: 20, Personen: 16, Type: Oriental, figures from terracotta and from Spain; sheep: 20, persons: 16""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/31501138-9160-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/88faeece-915d-11e2-ba50-3e9e657c5b7c/media/d4401355-665c-4950-a2a0-e5ecc4e03b6c/content""","""Krippe, Crib""",Kulturpool,1998,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: heimatlich, Figuren aus Terracotta von Finizio A., 7 Personen, 4 Schafe, 4 Hennen, 1 Esel, 1 Rind, 1 Ziegenbock, Type: native, figures from terracotta of Finizio A, 7 persons, 4 sheep, 4 hens, 1 donkey, 1 cattle, 1 goat""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/88faeece-915d-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/5c0677d0-915d-11e2-ba50-3e9e657c5b7c/media/c4698b44-3728-4052-9ce0-1a7440d82ced/content""","""Stilkrippe, Stilt crib""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Typ: Stilkrippe, Figuren aus Spanien, 5 Personen, 3 Könige auf Dromedaren, 1 Esel, 1 Rind, 3 Schafe, Type: Stilkrippe, figures from Spain, 5 persons, 3 kings on dromedaries, 1 donkey, 1 cattle, 3 sheep""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/5c0677d0-915d-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/2ad9f790-915d-11e2-ba50-3e9e657c5b7c/media/08ab7763-e6ce-4c8c-9757-866e4fcf6566/content""","""Crib, Krippe""",Kulturpool,1970,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Type: home - Vienna city, figures by Prof. Franz Schütz, Typ: heimatlich - Stadt Wien, Figuren von Prof. Franz Schütz""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/2ad9f790-915d-11e2-ba50-3e9e657c5b7c
"""https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/bd9167ac-9082-11e2-ba50-3e9e657c5b7c/media/c11c3e34-1a43-423e-948b-881a293f7945/content""","""Small crib, Kleinkrippe""",Kulturpool,,http://creativecommons.org/licenses/by-nc-sa/4.0/,Austria,"""Kleinkrippe aus Stein, Figuren aus Stein""",de,2023-07-07,https://apps.m-box.at/panoptikum/archives/v5_vb03/mitems/bd9167ac-9082-11e2-ba50-3e9e657c5b7c
